chem_session_id,element_id,element_value
294,6,0.005
295,6,0.009
296,6,0.003
297,6,0.005
298,6,0.004
299,6,0.013
300,6,0.014
301,6,0.007
302,6,0.012
303,6,0.003
304,6,0.016
305,6,0.01
306,6,0.002
307,6,0.019
308,6,0.011
309,6,0.014
310,6,0.004
311,6,0.002
312,6,0.012
313,6,0.015
314,6,0.002
315,6,0.02
316,6,0.009
317,6,0.005
318,6,0.005
319,6,0.012
320,6,0.002
321,6,0.005
322,6,0.011
323,6,0.024
324,6,0.004
325,6,0.014
326,6,0.002
327,6,0.012
328,6,0.007
329,6,0.011
330,6,0.008
331,6,0.007
332,6,0.008
333,6,0.005
334,6,0.005
335,6,0.008
336,6,0.005
337,6,0.003
338,6,0.009
339,6,0.016
340,6,0.005
341,6,0.014
342,6,0.017
343,6,0.007
344,6,0.017
345,6,0.008
346,6,0.004
347,6,0.004
348,6,0.01
349,6,0.019
350,6,0.028
351,6,0.015
352,6,0.014
353,6,0.01
354,6,0.014
355,6,0.006
356,6,0.016
357,6,0.006
358,6,0.008
359,6,0.018
360,6,0.009
361,6,0.001
362,6,0.013
363,6,0.011
364,6,0.021
365,6,0.01
366,6,0.005
367,6,0.016
368,6,0.015
369,6,0.006
370,6,0.003
371,6,0.01
372,6,0.01
373,6,0.003
374,6,0.012
375,6,0.023
376,6,0.009
377,6,0.009
378,6,0.001
379,6,0.017
380,6,0.021
381,6,0.001
382,6,0.01
383,6,0.017
384,6,0.001
385,6,0.016
386,6,0.02
387,6,0.01
388,6,0.01
389,6,0.01
390,6,0.024
391,6,0.005
392,6,0.017
393,6,0.001
394,6,0.005
395,6,0.004
396,6,0.013
397,6,0.007
398,6,0.005
399,6,0.01
400,6,0.001
401,6,0.009
402,6,0.003
403,6,0.01
404,6,0.006
405,6,0.008
406,6,0.009
407,6,0.009
408,6,0.006
409,6,0.016
410,6,0.007
411,6,0.006
412,6,0.003
413,6,0.008
414,6,0.01
415,6,0.007
416,6,0.005
417,6,0.006
418,6,0.008
419,6,0.022
420,6,0.008
421,6,0.014
422,6,0.009
423,6,0.017
424,6,0.008
425,6,0.009
426,6,0.004
427,6,0.002
428,6,0.014
429,6,0.005
430,6,0.028
431,6,0.005
432,6,0.016
433,6,0.003
434,6,0.011
435,6,0.006
436,6,0.008
437,6,0.012
438,6,0.001
439,6,0.004
440,6,0.014
441,6,0.018
442,6,0.01
443,6,0.006
444,6,0.006
445,6,0.013
446,6,0.015
447,6,0.012
448,6,0.017
449,6,0.007
450,6,0.008
451,6,0.01
452,6,0.013
453,6,0.009
454,6,0.018
455,6,0.013
456,6,0.008
457,6,0.007
458,6,0.008
459,6,0.01
460,6,0.001
461,6,0.011
462,6,0.004
463,6,0.008
464,6,0.005
465,6,0.001
466,6,0.006
467,6,0.009
468,6,0.001
469,6,0.008
470,6,0.006
471,6,0.023
472,6,0.02
473,6,0.011
474,6,0.006
475,6,0.003
476,6,0.015
477,6,0.011
478,6,0.004
479,6,0.011
480,6,0.001
481,6,0.012
482,6,0.017
483,6,0.019
484,6,0.01
485,6,0.021
486,6,0.014
487,6,0.01
488,6,0.018
489,6,0.007
490,6,0.003
491,6,0.016
492,6,0.007
493,6,0.013
494,6,0.009
495,6,0.001
496,6,0.009
497,6,0.006
498,6,0.006
499,6,0.008
500,6,0.008
501,6,0.024
502,6,0.002
503,6,0.01
504,6,0.002
505,6,0.003
506,6,0.009
507,6,0.013
508,6,0.006
509,6,0.012
510,6,0.011
511,6,0.008
512,6,0.002
513,6,0.017
514,6,0.001
515,6,0.017
516,6,0.015
517,6,0.004
518,6,0.012
519,6,0.006
520,6,0.008
521,6,0.006
522,6,0.008
523,6,0.016
524,6,0.005
525,6,0.006
526,6,0.004
527,6,0.008
528,6,0.006
529,6,0.01
530,6,0.008
531,6,0.013
532,6,0.008
533,6,0.002
534,6,0.019
535,6,0.015
536,6,0.017
537,6,0.001
538,6,0.011
539,6,0.009
540,6,0.016
541,6,0.021
542,6,0.014
543,6,0.01
544,6,0.017
545,6,0.01
546,6,0.015
547,6,0.005
548,6,0.008
549,6,0.012
550,6,0.017
551,6,0.019
552,6,0.007
553,6,0.011
554,6,0.01
555,6,0.005
556,6,0.016
557,6,0.015
558,6,0.01
559,6,0.009
560,6,0.015
561,6,0.001
562,6,0.002
563,6,0.002
564,6,0.01
565,6,0.019
566,6,0.014
567,6,0.002
568,6,0.01
569,6,0.003
570,6,0.008
571,6,0.02
572,6,0.012
573,6,0.003
574,6,0.013
575,6,0.016
576,6,0.01
577,6,0.011
578,6,0.004
579,6,0.01
580,6,0.005
581,6,0.015
582,6,0.021
583,6,0.008
584,6,0.004
585,6,0.009
586,6,0.017
587,6,0.003
588,6,0.027
589,6,0.008
590,6,0.008
591,6,0.005
592,6,0.007
593,6,0.005
594,6,0.015
595,6,0.01
596,6,0.003
597,6,0.004
598,6,0.008
599,6,0.009
600,6,0.009
601,6,0.043
602,6,0.029
603,6,0.043
604,6,0.005
605,6,0.044
606,6,0.069
607,6,0.041
608,6,0.039
609,6,0.057
610,6,0.058
611,6,0.05
612,6,0.04
613,6,0.014
614,6,0.011
615,6,0.033
616,6,0.032
617,6,0.062
618,6,0.019
619,6,0.026
620,6,0.006
621,6,0.065
622,6,0.009
623,6,0.044
624,6,0.032
625,6,0.03
626,6,0.002
627,6,0.03
628,6,0.062
629,6,0.024
630,6,0.022
631,6,0.058
632,6,0.041
633,6,0.049
634,6,0.04
635,6,0.07
636,6,0.057
637,6,0.039
638,6,0.022
639,6,0.024
640,6,0.033
641,6,0.033
642,6,0.008
643,6,0.05
644,6,0.003
645,6,0.071
646,6,0.02
647,6,0.071
648,6,0.057
649,6,0.027
650,6,0.071
651,6,0.02
652,6,0.016
653,6,0.042
654,6,0.025
655,6,0.02
656,6,0.028
657,6,0.024
658,6,0.039
659,6,0.065
660,6,0.059
661,6,0.027
662,6,0.031
663,6,0.025
664,6,0.055
665,6,0.051
666,6,0.03
667,6,0.034
668,6,0.028
669,6,0.07
670,6,0.018
671,6,0.02
672,6,0.029
673,6,0.039
674,6,0.046
675,6,0.031
676,6,0.074
677,6,0.023
678,6,0.008
679,6,0.033
680,6,0.016
681,6,0.051
682,6,0.064
683,6,0.043
684,6,0.055
685,6,0.008
686,6,0.067
687,6,0.035
688,6,0.002
689,6,0.031
690,6,0.027
691,6,0.03
692,6,0.014
693,6,0.048
694,6,0.042
695,6,0.042
696,6,0.054
697,6,0.012
698,6,0.046
699,6,0.081
700,6,0.063
701,6,0.043
702,6,0.011
703,6,0.041
704,6,0.021
705,6,0.056
706,6,0.052
707,6,0.025
708,6,0.052
709,6,0.046
710,6,0.066
711,6,0.047
712,6,0.042
713,6,0.02
714,6,0.012
715,6,0.03
716,6,0.033
717,6,0.039
718,6,0.033
719,6,0.027
720,6,0.018
721,6,0.022
722,6,0.033
723,6,0.022
724,6,0.028
725,6,0.01
726,6,0.027
727,6,0.047
728,6,0.033
729,6,0.032
730,6,0.052
731,6,0.025
732,6,0.029
733,6,0.011
734,6,0.06
735,6,0.084
736,6,0.092
737,6,0.069
738,6,0.024
739,6,0.025
740,6,0.052
741,6,0.066
742,6,0.048
743,6,0.053
744,6,0.025
745,6,0.056
746,6,0.021
747,6,0.033
748,6,0.024
749,6,0.031
750,6,0.02
751,6,0.048
752,6,0.059
753,6,0.036
754,6,0.038
755,6,0.023
756,6,0.017
757,6,0.027
758,6,0.063
759,6,0.048
760,6,0.01
761,6,0.036
762,6,0.018
763,6,0.023
764,6,0.057
765,6,0.014
766,6,0.028
767,6,0.034
768,6,0.018
769,6,0.035
770,6,0.072
771,6,0.046
772,6,0.03
773,6,0.066
774,6,0.031
775,6,0.043
776,6,0.017
777,6,0.051
778,6,0.025
779,6,0.026
780,6,0.012
781,6,0.081
782,6,0.08
783,6,0.009
784,6,0.041
785,6,0.033
786,6,0.087
787,6,0.016
788,6,0.049
789,6,0.051
790,6,0.027
791,6,0.056
792,6,0.027
793,6,0.042
794,6,0.042
795,6,0.037
796,6,0.011
797,6,0.059
798,6,0.023
799,6,0.031
800,6,0.064
801,6,0.013
802,6,0.052
803,6,0.04
804,6,0.007
805,6,0.05
806,6,0.05
807,6,0.084
808,6,0.049
809,6,0.03
810,6,0.033
811,6,0.056
812,6,0.029
813,6,0.063
814,6,0.077
815,6,0.036
816,6,0.059
817,6,0.01
818,6,0.043
819,6,0.033
820,6,0.059
821,6,0.018
822,6,0.05
823,6,0.056
824,6,0.035
825,6,0.037
826,6,0.047
827,6,0.039
828,6,0.026
829,6,0.007
830,6,0.039
831,6,0.049
832,6,0.03
833,6,0.048
834,6,0.041
835,6,0.015
836,6,0.014
837,6,0.024
838,6,0.041
839,6,0.034
840,6,0.036
841,6,0.02
842,6,0.022
843,6,0.054
844,6,0.046
845,6,0.021
846,6,0.017
847,6,0.045
848,6,0.05
849,6,0.034
850,6,0.047
851,6,0.018
852,6,0.029
853,6,0.025
854,6,0.021
855,6,0.037
856,6,0.008
857,6,0.021
858,6,0.062
859,6,0.02
860,6,0.014
861,6,0.016
862,6,0.017
863,6,0.042
864,6,0.039
865,6,0.029
866,6,0.069
867,6,0.054
868,6,0.069
869,6,0.025
870,6,0.011
871,6,0.032
872,6,0.088
873,6,0.044
874,6,0.048
875,6,0.094
876,6,0.041
877,6,0.058
878,6,0.049
879,6,0.025
880,6,0.029
881,6,0.015
882,6,0.03
883,6,0.003
884,6,0.032
885,6,0.004
886,6,0.044
887,6,0.019
888,6,0.055
889,6,0.034
890,6,0.069
891,6,0.023
892,6,0.035
893,6,0.068
894,6,0.021
895,6,0.05
896,6,0.044
897,6,0.057
898,6,0.086
899,6,0.028
900,6,0.029
901,6,0.066
902,6,0.029
903,6,0.009
904,6,0.035
905,6,0.064
906,6,0.069
907,6,0.02
908,6,0.047
909,6,0.019
910,6,0.032
911,6,0.055
912,6,0.041
913,6,0.038
914,6,0.06
915,6,0.046
916,6,0.024
917,6,0.021
918,6,0.041
919,6,0.035
920,6,0.021
921,6,0.023
922,6,0.019
923,6,0.034
924,6,0.035
925,6,0.041
926,6,0.028
927,6,0.024
928,6,0.017
929,6,0.013
930,6,0.005
931,6,0.039
932,6,0.066
933,6,0.007
934,6,0.018
935,6,0.056
936,6,0.019
937,6,0.07
938,6,0.036
939,6,0.013
940,6,0.059
941,6,0.069
942,6,0.026
943,6,0.035
944,6,0.051
945,6,0.041
946,6,0.009
947,6,0.037
948,6,0.027
949,6,0.04
950,6,0.028
951,6,0.043
952,6,0.021
953,6,0.006
954,6,0.034
955,6,0.041
956,6,0.044
957,6,0.056
958,6,0.041
959,6,0.049
960,6,0.039
961,6,0.066
962,6,0.03
963,6,0.02
964,6,0.062
965,6,0.02
966,6,0.067
967,6,0.062
968,6,0.015
969,6,0.014
970,6,0.056
971,6,0.05
972,6,0.049
973,6,0.009
974,6,0.04
975,6,0.025
976,6,0.004
977,6,0.035
978,6,0.051
979,6,0.025
980,6,0.024
981,6,0.044
982,6,0.037
983,6,0.03
984,6,0.019
985,6,0.04
986,6,0.045
987,6,0.069
988,6,0.028
989,6,0.019
990,6,0.008
991,6,0.03
992,6,0.054
993,6,0.031
994,6,0.015
995,6,0.021
996,6,0.022
997,6,0.056
998,6,0.058
999,6,0.043
1000,6,0.028
1001,6,0.037
1002,6,0.036
1003,6,0.031
1004,6,0.04
1005,6,0.017
1006,6,0.05
1007,6,0.01
1008,6,0.012
1009,6,0.015
1010,6,0.049
1011,6,0.012
1012,6,0.027
1013,6,0.038
1014,6,0.063
1015,6,0.009
1016,6,0.007
1017,6,0.03
1018,6,0.073
1019,6,0.029
1020,6,0.025
1021,6,0.054
1022,6,0.029
1023,6,0.033
1024,6,0.029
1025,6,0.033
1026,6,0.052
1027,6,0.046
1028,6,0.026
1029,6,0.038
1030,6,0.026
1031,6,0.046
1032,6,0.016
1033,6,0.054
1034,6,0.002
1035,6,0.019
1036,6,0.036
1037,6,0.016
1038,6,0.019
1039,6,0.061
1040,6,0.031
1041,6,0.035
1042,6,0.02
1043,6,0.025
1044,6,0.062
1045,6,0.037
1046,6,0.024
1047,6,0.034
1048,6,0.013
1049,6,0.054
1050,6,0.044
1051,6,0.035
1052,6,0.023
1053,6,0.031
1054,6,0.031
1055,6,0.021
1056,6,0.071
1057,6,0.065
1058,6,0.038
1059,6,0.01
1060,6,0.034
1061,6,0.004
1062,6,0.028
1063,6,0.059
1064,6,0.033
1065,6,0.062
1066,6,0.019
1067,6,0.023
1068,6,0.011
1069,6,0.033
1070,6,0.042
1071,6,0.02
1072,6,0.03
1073,6,0.019
1074,6,0.06
1075,6,0.063
1076,6,0.035
1077,6,0.05
1078,6,0.048
1079,6,0.041
1080,6,0.008
1081,6,0.046
1082,6,0.003
1083,6,0.008
1084,6,0.028
1085,6,0.014
1086,6,0.025
1087,6,0.038
1088,6,0.011
1089,6,0.059
1090,6,0.002
1091,6,0.049
1092,6,0.055
1093,6,0.028
1094,6,0.031
1095,6,0.035
1096,6,0.05
1097,6,0.04
1098,6,0.049
1099,6,0.047
1100,6,0.028
1101,6,0.007
1102,6,0.006
1103,6,0.056
1104,6,0.058
1105,6,0.039
1106,6,0.033
1107,6,0.031
1108,6,0.034
1109,6,0.003
1110,6,0.044
1111,6,0.043
1112,6,0.029
1113,6,0.028
1114,6,0.01
1115,6,0.041
1116,6,0.028
1117,6,0.008
1118,6,0.068
1119,6,0.008
1120,6,0.041
1121,6,0.019
1122,6,0.034
1123,6,0.052
1124,6,0.048
1125,6,0.01
1126,6,0.06
1127,6,0.01
1128,6,0.03
1129,6,0.055
1130,6,0.029
1131,6,0.016
1132,6,0.024
1133,6,0.033
1134,6,0.026
1135,6,0.036
1136,6,0.059
1137,6,0.044
1138,6,0.082
1139,6,0.049
1140,6,0.027
1141,6,0.032
1142,6,0.072
1143,6,0.033
1144,6,0.014
1145,6,0.015
1146,6,0.023
1147,6,0.023
1148,6,0.004
1149,6,0.026
1150,6,0.041
1151,6,0.061
1152,6,0.03
1153,6,0.054
1154,6,0.025
1155,6,0.069
1156,6,0.056
1157,6,0.027
1158,6,0.006
1159,6,0.056
1160,6,0.012
1161,6,0.021
1162,6,0.049
1163,6,0.015
1164,6,0.027
1165,6,0.025
1166,6,0.036
1167,6,0.048
1168,6,0.013
1169,6,0.053
1170,6,0.017
1171,6,0.024
1172,6,0.047
1173,6,0.018
1174,6,0.015
1175,6,0.063
1176,6,0.063
1177,6,0.037
1178,6,0.039
1179,6,0.055
1180,6,0.031
1181,6,0.027
1182,6,0.004
1183,6,0.047
1184,6,0.031
1185,6,0.021
1186,6,0.047
1187,6,0.024
1188,6,0.009
1189,6,0.018
1190,6,0.039
1191,6,0.045
1192,6,0.022
1193,6,0.035
1194,6,0.073
1195,6,0.037
1196,6,0.004
1197,6,0.019
1198,6,0.031
1199,6,0.02
1200,6,0.056
1201,6,0.14
1202,6,0.168
1203,6,0.183
1204,6,0.107
1205,6,0.189
1206,6,0.055
1207,6,0.166
1208,6,0.117
1209,6,0.143
1210,6,0.124
1211,6,0.15
1212,6,0.123
1213,6,0.172
1214,6,0.075
1215,6,0.204
1216,6,0.137
1217,6,0.223
1218,6,0.183
1219,6,0.103
1220,6,0.149
1221,6,0.216
1222,6,0.127
1223,6,0.158
1224,6,0.219
1225,6,0.154
1226,6,0.23
1227,6,0.21
1228,6,0.054
1229,6,0.186
1230,6,0.162
1231,6,0.122
1232,6,0.129
1233,6,0.068
1234,6,0.107
1235,6,0.18
1236,6,0.185
1237,6,0.164
1238,6,0.105
1239,6,0.098
1240,6,0.173
1241,6,0.116
1242,6,0.081
1243,6,0.188
1244,6,0.143
1245,6,0.096
1246,6,0.1
1247,6,0.081
1248,6,0.147
1249,6,0.152
1250,6,0.129
1251,6,0.14
1252,6,0.069
1253,6,0.206
1254,6,0.116
1255,6,0.14
1256,6,0.081
1257,6,0.069
1258,6,0.187
1259,6,0.107
1260,6,0.224
1261,6,0.155
1262,6,0.136
1263,6,0.227
1264,6,0.133
1265,6,0.072
1266,6,0.185
1267,6,0.086
1268,6,0.076
1269,6,0.128
1270,6,0.043
1271,6,0.172
1272,6,0.206
1273,6,0.203
1274,6,0.134
1275,6,0.069
1276,6,0.212
1277,6,0.159
1278,6,0.15
1279,6,0.101
1280,6,0.237
1281,6,0.112
1282,6,0.086
1283,6,0.112
1284,6,0.042
1285,6,0.063
1286,6,0.112
1287,6,0.13
1288,6,0.103
1289,6,0.164
1290,6,0.14
1291,6,0.242
1292,6,0.221
1293,6,0.062
1294,6,0.097
1295,6,0.164
1296,6,0.078
1297,6,0.052
1298,6,0.058
1299,6,0.2
1300,6,0.175
1301,6,0.189
1302,6,0.113
1303,6,0.168
1304,6,0.21
1305,6,0.161
1306,6,0.111
1307,6,0.102
1308,6,0.107
1309,6,0.12
1310,6,0.065
1311,6,0.131
1312,6,0.147
1313,6,0.19
1314,6,0.11
1315,6,0.098
1316,6,0.11
1317,6,0.132
1318,6,0.162
1319,6,0.174
1320,6,0.071
1321,6,0.149
1322,6,0.143
1323,6,0.221
1324,6,0.165
1325,6,0.102
1326,6,0.122
1327,6,0.051
1328,6,0.226
1329,6,0.133
1330,6,0.203
1331,6,0.191
1332,6,0.189
1333,6,0.248
1334,6,0.127
1335,6,0.144
1336,6,0.091
1337,6,0.11
1338,6,0.16
1339,6,0.1
1340,6,0.105
1341,6,0.183
1342,6,0.191
1343,6,0.086
1344,6,0.215
1345,6,0.167
1346,6,0.195
1347,6,0.068
1348,6,0.179
1349,6,0.114
1350,6,0.105
1351,6,0.078
1352,6,0.247
1353,6,0.121
1354,6,0.054
1355,6,0.204
1356,6,0.187
1357,6,0.227
1358,6,0.216
1359,6,0.186
1360,6,0.088
1361,6,0.2
1362,6,0.085
1363,6,0.143
1364,6,0.097
1365,6,0.028
1366,6,0.117
1367,6,0.315
1368,6,0.214
1369,6,0.203
1370,6,0.05
1371,6,0.061
1372,6,0.11
1373,6,0.23
1374,6,0.144
1375,6,0.094
1376,6,0.081
1377,6,0.2
1378,6,0.188
1379,6,0.127
1380,6,0.186
1381,6,0.163
1382,6,0.077
1383,6,0.159
1384,6,0.083
1385,6,0.169
1386,6,0.117
1387,6,0.032
1388,6,0.257
1389,6,0.078
1390,6,0.116
1391,6,0.166
1392,6,0.215
1393,6,0.098
1394,6,0.137
1395,6,0.133
1396,6,0.167
1397,6,0.078
1398,6,0.202
1399,6,0.054
1400,6,0.064
1401,6,0.082
1402,6,0.096
1403,6,0.125
1404,6,0.114
1405,6,0.124
1406,6,0.166
1407,6,0.17
1408,6,0.085
1409,6,0.103
1410,6,0.086
1411,6,0.136
1412,6,0.162
1413,6,0.092
1414,6,0.105
1415,6,0.144
1416,6,0.134
1417,6,0.104
1418,6,0.044
1419,6,0.242
1420,6,0.169
1421,6,0.093
1422,6,0.059
1423,6,0.262
1424,6,0.12
1425,6,0.083
1426,6,0.126
1427,6,0.125
1428,6,0.11
1429,6,0.171
1430,6,0.119
1431,6,0.189
1432,6,0.12
1433,6,0.101
1434,6,0.175
1435,6,0.144
1436,6,0.138
1437,6,0.148
1438,6,0.06
1439,6,0.155
1440,6,0.135
1441,6,0.086
1442,6,0.112
1443,6,0.135
1444,6,0.088
1445,6,0.128
1446,6,0.058
1447,6,0.104
1448,6,0.183
1449,6,0.065
1450,6,0.082
1451,6,0.159
1452,6,0.103
1453,6,0.074
1454,6,0.154
1455,6,0.07
1456,6,0.113
1457,6,0.167
1458,6,0.091
1459,6,0.142
1460,6,0.067
1461,6,0.122
1462,6,0.158
1463,6,0.094
1464,6,0.086
1465,6,0.123
1466,6,0.168
1467,6,0.123
1468,6,0.08
1469,6,0.158
1470,6,0.108
1471,6,0.095
1472,6,0.06
1473,6,0.125
1474,6,0.106
1475,6,0.162
1476,6,0.177
1477,6,0.089
1478,6,0.055
1479,6,0.135
1480,6,0.165
1481,6,0.149
1482,6,0.068
1483,6,0.067
1484,6,0.094
1485,6,0.054
1486,6,0.074
1487,6,0.074
1488,6,0.136
1489,6,0.11
1490,6,0.059
1491,6,0.167
1492,6,0.104
1493,6,0.092
1494,6,0.117
1495,6,0.162
1496,6,0.093
1497,6,0.159
1498,6,0.089
1499,6,0.183
1500,6,0.065
1501,6,0.201
1502,6,0.168
1503,6,0.161
1504,6,0.122
1505,6,0.149
1506,6,0.102
1507,6,0.107
1508,6,0.105
1509,6,0.138
1510,6,0.182
1511,6,0.26
1512,6,0.085
1513,6,0.09
1514,6,0.141
1515,6,0.146
1516,6,0.202
1517,6,0.102
1518,6,0.223
1519,6,0.121
1520,6,0.092
1521,6,0.082
1522,6,0.119
1523,6,0.117
1524,6,0.133
1525,6,0.164
1526,6,0.135
1527,6,0.03
1528,6,0.09
1529,6,0.076
1530,6,0.149
1531,6,0.126
1532,6,0.177
1533,6,0.114
1534,6,0.119
1535,6,0.134
1536,6,0.132
1537,6,0.172
1538,6,0.12
1539,6,0.08
1540,6,0.217
1541,6,0.109
1542,6,0.11
1543,6,0.137
1544,6,0.097
1545,6,0.18
1546,6,0.053
1547,6,0.137
1548,6,0.127
1549,6,0.125
1550,6,0.125
1551,6,0.084
1552,6,0.145
1553,6,0.157
1554,6,0.088
1555,6,0.166
1556,6,0.165
1557,6,0.094
1558,6,0.174
1559,6,0.19
1560,6,0.025
1561,6,0.18
1562,6,0.071
1563,6,0.106
1564,6,0.095
1565,6,0.107
1566,6,0.075
1567,6,0.138
1568,6,0.228
1569,6,0.215
1570,6,0.213
1571,6,0.154
1572,6,0.118
1573,6,0.245
1574,6,0.146
1575,6,0.144
1576,6,0.132
1577,6,0.126
1578,6,0.152
1579,6,0.144
1580,6,0.172
1581,6,0.063
1582,6,0.115
1583,6,0.17
1584,6,0.091
1585,6,0.134
1586,6,0.089
1587,6,0.095
1588,6,0.11
1589,6,0.119
1590,6,0.115
1591,6,0.147
1592,6,0.14
1593,6,0.175
1594,6,0.111
1595,6,0.168
1596,6,0.081
1597,6,0.126
1598,6,0.112
1599,6,0.192
1600,6,0.076
1601,6,0.087
1602,6,0.102
1603,6,0.213
1604,6,0.068
1605,6,0.212
1606,6,0.133
1607,6,0.171
1608,6,0.078
1609,6,0.053
1610,6,0.112
1611,6,0.128
1612,6,0.113
1613,6,0.122
1614,6,0.075
1615,6,0.171
1616,6,0.093
1617,6,0.182
1618,6,0.148
1619,6,0.067
1620,6,0.113
1621,6,0.168
1622,6,0.097
1623,6,0.144
1624,6,0.172
1625,6,0.143
1626,6,0.102
1627,6,0.153
1628,6,0.091
1629,6,0.086
1630,6,0.145
1631,6,0.157
1632,6,0.129
1633,6,0.158
1634,6,0.042
1635,6,0.138
1636,6,0.068
1637,6,0.103
1638,6,0.033
1639,6,0.166
1640,6,0.143
1641,6,0.206
1642,6,0.085
1643,6,0.184
1644,6,0.13
1645,6,0.102
1646,6,0.172
1647,6,0.199
1648,6,0.151
1649,6,0.166
1650,6,0.155
1651,6,0.138
1652,6,0.134
1653,6,0.195
1654,6,0.184
1655,6,0.06
1656,6,0.183
1657,6,0.147
1658,6,0.116
1659,6,0.038
1660,6,0.076
1661,6,0.09
1662,6,0.045
1663,6,0.227
1664,6,0.126
1665,6,0.073
1666,6,0.049
1667,6,0.184
1668,6,0.081
1669,6,0.122
1670,6,0.139
1671,6,0.113
1672,6,0.146
1673,6,0.075
1674,6,0.174
1675,6,0.174
1676,6,0.138
1677,6,0.129
1678,6,0.155
1679,6,0.154
1680,6,0.149
1681,6,0.108
1682,6,0.123
1683,6,0.218
1684,6,0.138
1685,6,0.123
1686,6,0.076
1687,6,0.127
1688,6,0.079
1689,6,0.078
1690,6,0.134
1691,6,0.206
1692,6,0.139
1693,6,0.102
1694,6,0.057
1695,6,0.119
1696,6,0.085
1697,6,0.113
1698,6,0.146
1699,6,0.123
1700,6,0.181
1701,6,0.099
1702,6,0.082
1703,6,0.25
1704,6,0.08
1705,6,0.191
1706,6,0.156
1707,6,0.138
1708,6,0.102
1709,6,0.142
1710,6,0.089
1711,6,0.072
1712,6,0.192
1713,6,0.112
1714,6,0.101
1715,6,0.062
1716,6,0.123
1717,6,0.132
1718,6,0.046
1719,6,0.131
1720,6,0.104
1721,6,0.196
1722,6,0.055
1723,6,0.202
1724,6,0.148
1725,6,0.073
1726,6,0.064
1727,6,0.195
1728,6,0.122
1729,6,0.034
1730,6,0.176
1731,6,0.116
1732,6,0.12
1733,6,0.205
1734,6,0.083
1735,6,0.145
1736,6,0.123
1737,6,0.075
1738,6,0.119
1739,6,0.122
1740,6,0.19
1741,6,0.098
1742,6,0.179
1743,6,0.089
1744,6,0.116
1745,6,0.195
1746,6,0.173
1747,6,0.158
1748,6,0.181
1749,6,0.097
1750,6,0.135
1751,6,0.067
1752,6,0.22
1753,6,0.123
1754,6,0.122
1755,6,0.13
1756,6,0.165
1757,6,0.105
1758,6,0.146
1759,6,0.171
1760,6,0.084
1761,6,0.143
1762,6,0.071
1763,6,0.123
1764,6,0.094
1765,6,0.116
1766,6,0.203
1767,6,0.025
1768,6,0.106
1769,6,0.168
1770,6,0.17
1771,6,0.237
1772,6,0.107
1773,6,0.153
1774,6,0.1
1775,6,0.164
1776,6,0.102
1777,6,0.075
1778,6,0.126
1779,6,0.172
1780,6,0.098
1781,6,0.091
1782,6,0.187
1783,6,0.108
1784,6,0.102
1785,6,0.125
1786,6,0.119
1787,6,0.176
1788,6,0.134
1789,6,0.166
1790,6,0.086
1791,6,0.145
1792,6,0.068
1793,6,0.169
1794,6,0.057
1795,6,0.176
1796,6,0.158
1797,6,0.167
1798,6,0.169
1799,6,0.13
1800,6,0.158
1801,6,0.114
1802,6,0.103
1803,6,0.096
1804,6,0.132
1805,6,0.135
1806,6,0.122
1807,6,0.114
1808,6,0.115
1809,6,0.136
1810,6,0.119
1811,6,0.116
1812,6,0.171
1813,6,0.086
1814,6,0.127
1815,6,0.107
1816,6,0.091
1817,6,0.09
1818,6,0.133
1819,6,0.155
1820,6,0.111
1821,6,0.144
1822,6,0.106
1823,6,0.092
1824,6,0.145
1825,6,0.111
1826,6,0.138
1827,6,0.139
1828,6,0.102
1829,6,0.11
1830,6,0.11
1831,6,0.129
1832,6,0.108
1833,6,0.154
1834,6,0.109
1835,6,0.102
1836,6,0.09
1837,6,0.139
1838,6,0.106
1839,6,0.167
1840,6,0.122
1841,6,0.104
1842,6,0.092
1843,6,0.085
1844,6,0.128
1845,6,0.103
1846,6,0.133
1847,6,0.133
1848,6,0.107
1849,6,0.137
1850,6,0.137
1851,6,0.122
1852,6,0.153
1853,6,0.095
1854,6,0.114
1855,6,0.093
1856,6,0.14
1857,6,0.087
1858,6,0.141
1859,6,0.11
1860,6,0.096
1861,6,0.08
1862,6,0.111
1863,6,0.1
1864,6,0.116
1865,6,0.107
1866,6,0.138
1867,6,0.162
1868,6,0.122
1869,6,0.116
1870,6,0.108
1871,6,0.111
1872,6,0.116
1873,6,0.101
1874,6,0.112
1875,6,0.12
1876,6,0.098
1877,6,0.092
1878,6,0.1
1879,6,0.123
1880,6,0.14
1881,6,0.136
1882,6,0.118
1883,6,0.103
1884,6,0.09
1885,6,0.134
1886,6,0.146
1887,6,0.094
1888,6,0.122
1889,6,0.104
1890,6,0.098
1891,6,0.149
1892,6,0.1
1893,6,0.091
1894,6,0.121
1895,6,0.089
1896,6,0.105
1897,6,0.111
1898,6,0.127
1899,6,0.13
1900,6,0.12
1901,6,0.157
1902,6,0.122
1903,6,0.113
1904,6,0.123
1905,6,0.132
1906,6,0.111
1907,6,0.123
1908,6,0.119
1909,6,0.127
1910,6,0.118
1911,6,0.14
1912,6,0.116
1913,6,0.135
1914,6,0.104
1915,6,0.138
1916,6,0.164
1917,6,0.112
1918,6,0.114
1919,6,0.117
1920,6,0.109
1921,6,0.13
1922,6,0.088
1923,6,0.124
1924,6,0.147
1925,6,0.118
